gene	lasso.top1_afr	lasso.top1_meta	lasso.top1_magepro	lasso.top1_afr_pv	lasso.top1_meta_pv	lasso.top1_magepro_pv	hsq_afr	hsq_afr_se	hsq_afr.pv	hsq_eur	hsq_eur_se	hsq_eur.pv	datasets	nonzeroAFR	nonzeroMAGEPRO	alpha_beta
ENSG00000120526.10	-0.0125797568069064	-0.00969000164857881	-0.0109479648906989	0.892027889437108	0.624263971833582	0.704903271551132	-0.079276	0.013314	0.1709	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	4	0.0545444035951235,0.00620747976554446
ENSG00000120533.12	0.00199387340417689	0.00199387340417689	0.00199387340417689	0.285232907742353	0.285232907742353	0.285232907742353	0.064251	NA	NA	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120539.14	0.173876461412424	0.0672146770062936	0.166746711096464	7.06753830705918e-05	0.0115403359780716	0.000100539853125564	0.289601	0.101639	0.003285	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	3	13	0.226159827482797,0.0120882799407153,0.0161122889928957
ENSG00000120594.16	-0.0101441224089169	-0.00884602142299107	0.00769301769119712	0.650658995562228	0.580932636048632	0.207921638448419	-0.227238	0.037769	0.03568	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	8	0.0641921511388498,0.00854054455342889,0.000746982339730134
ENSG00000120616.15	-0.00559074584361419	-0.00559074584361419	-0.00559074584361419	0.456195827567814	0.456195827567814	0.456195827567814	0.194739	0.1158	0.05814	NA	NA	NA	pred.wgt	8	2	NA
ENSG00000120645.11	0.107092269641293	0.107092269641293	0.107092269641293	0.0017769905840997	0.0017769905840997	0.0017769905840997	0.36284	0.134389	0.01248	NA	NA	NA	pred.wgt	4	4	NA
ENSG00000120647.9	0.0123262899057219	-0.00836114324216553	0.0262556890952634	0.162741541883008	0.558684078158678	0.0807665742429246	0.249676	0.132173	0.06791	NA	NA	NA	pred.wgt,pred.wgt.mesa	9	10	0.11328110897218,0.00139566404568061
ENSG00000120656.11	-0.0125988226118989	-0.0125988226118989	-0.0125988226118989	0.896366633997391	0.896366633997391	0.896366633997391	0.238854	0.172931	0.1443	NA	NA	NA	pred.wgt	4	5	NA
ENSG00000120662.15	-0.00333509275576471	-0.0127360823835139	-0.0105043207493849	0.393125191466801	0.935935076789274	0.673582950746748	0.069791	0.120657	0.3242	NA	NA	NA	pred.wgt,pred.wgt.genoa	2	3	0.11065712824853,5.37354893595525e-05
ENSG00000120675.5	-0.0119681017698705	0.0671866129624346	0.00662293881240028	0.798375891967871	0.0115555087700045	0.220316822705026	0.50351	0.185506	0.02969	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	8	16	0.223793039382693,0.000102946382787098,0.00733160446664617
ENSG00000120685.19	-0.00492754589716182	-0.00893702535104657	-0.0119424360779545	0.436168197216173	0.585303660515161	0.795428140851096	-0.042643	0.069762	0.35	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	5	0.0390291905315421,9.59581629220537e-06
ENSG00000120686.11	-0.00714676628366795	-0.00714676628366795	-0.00714676628366795	0.509360651976979	0.509360651976979	0.509360651976979	0.039502	0.117017	0.4017	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000120688.8	0.012503835625817	0.012503835625817	0.012503835625817	0.161246339536474	0.161246339536474	0.161246339536474	-0.127069	1.1e-05	0.006755	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120690.15	-0.00715247693492005	-0.00715247693492005	-0.00715247693492005	0.509574446409893	0.509574446409893	0.509574446409893	-0.071453	0.090349	0.3212	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120693.13	0.00840706419767634	0.00840706419767634	0.00840706419767634	0.200102099084128	0.200102099084128	0.200102099084128	0.21042	0.159082	0.1244	NA	NA	NA	pred.wgt	1	3	NA
ENSG00000120694.19	0.0169422895222485	0.0174287828729438	-0.0107680421398793	0.128408736809593	0.125282866626373	0.691732934417632	-0.025896	0.080059	0.4133	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	3	0.142261498994716,0.00635474487042693
ENSG00000120696.8	-0.011895687313378	-0.011895687313378	-0.011895687313378	0.79017472956865	0.79017472956865	0.79017472956865	0.050806	0.098875	0.3457	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120697.8	0.095790088864828	0.095790088864828	0.095790088864828	0.00302594425340541	0.00302594425340541	0.00302594425340541	0.043834	0.09999	0.3689	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120699.12	-0.0126559037397063	-0.0126559037397063	-0.0126559037397063	0.910635976964219	0.910635976964219	0.910635976964219	0.05391	0.097705	0.3349	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000120705.12	-0.010898567434853	-0.010898567434853	-0.010898567434853	0.701217667007157	0.701217667007157	0.701217667007157	-0.030983	0.038603	0.3325	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120708.16	0.0527305204606352	0.011247627841687	-0.0116739346855304	0.0227712301726098	0.172167552044116	0.76701015268842	-0.285709	7.9e-05	3.738e-05	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.0604133890627858,0.0119160495052805
ENSG00000120709.10	-0.00839686144363383	-0.00839686144363383	-0.00839686144363383	0.560266761853445	0.560266761853445	0.560266761853445	0.037026	0.082343	0.3571	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000120725.12	-0.00262743021209699	-0.00262743021209699	-0.00262743021209699	0.375939985275594	0.375939985275594	0.375939985275594	0.15971	0.105613	0.08805	NA	NA	NA	pred.wgt	4	4	NA
ENSG00000120727.12	0.0444314510587442	0.0444314510587442	0.0444314510587442	0.033701386673687	0.033701386673687	0.033701386673687	0.118498	0.085173	0.08033	NA	NA	NA	pred.wgt	2	5	NA
ENSG00000120729.9	-0.0101093818719373	-0.0101093818719373	-0.0101093818719373	0.648547902313453	0.648547902313453	0.648547902313453	0.064251	NA	NA	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120733.13	-0.00310704343447066	-0.00310704343447066	-0.00310704343447066	0.387468590918065	0.387468590918065	0.387468590918065	0.097123	0.086343	0.1488	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120738.7	0.0311334219053089	0.0311334219053089	0.0311334219053089	0.0636886185201578	0.0636886185201578	0.0636886185201578	-0.088294	0.001303	0.01621	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120742.10	0.00361427934902481	-0.0053229926893068	-0.011131396070907	0.260156103432188	0.447943239226651	0.719096321391908	-0.005512	0.117198	0.4868	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	5	0.0828187388413456,0.000275555838658604
ENSG00000120756.12	-0.0127666451418216	0.0304528728596418	-0.0116476877805458	0.948808151332268	0.0658239350418057	0.764434992805626	-0.081817	0.075765	0.261	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0485035486882846,0.0204619966716594
ENSG00000120784.15	-0.00854886851448677	0.0821178079794959	0.00136236523528144	0.567098988747544	0.00574524462374523	0.295816116849306	0.102508	0.081472	0.09945	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	10	13	0.204829071073366,0.0114593565317438,0.0400590670108514
ENSG00000120798.16	-0.00977706377524146	-0.00977706377524146	-0.00977706377524146	0.629133616216147	0.629133616216147	0.629133616216147	-0.210771	0.000372	0.003344	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000120800.4	-0.0102220049910617	-0.0102220049910617	-0.0102220049910617	0.655452240575338	0.655452240575338	0.655452240575338	0.085852	0.100822	0.2471	NA	NA	NA	pred.wgt	3	3	NA
ENSG00000120802.13	-0.0128202737059611	-0.0128202737059611	-0.0128202737059611	0.996587042410035	0.996587042410035	0.996587042410035	0.088268	0.144556	0.3126	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120805.13	0.0373515485178861	0.0373515485178861	0.0373515485178861	0.0472165346560887	0.0472165346560887	0.0472165346560887	0.063389	0.142994	0.3718	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000120820.12	-0.00137960660715919	-0.00137960660715919	-0.00137960660715919	0.348077808925441	0.348077808925441	0.348077808925441	-0.043212	0.091898	0.3779	NA	NA	NA	pred.wgt	1	3	NA
ENSG00000120832.9	-0.0115233390992766	-0.0115233390992766	-0.0115233390992766	0.752642166281155	0.752642166281155	0.752642166281155	-0.116513	0.006964	0.105	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000120833.13	-0.0123593821387349	-0.0123593821387349	-0.0123593821387349	0.850980868022492	0.850980868022492	0.850980868022492	0.064251	NA	NA	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120837.7	0.0502381736338445	0.0502381736338445	0.0502381736338445	0.0256092037953933	0.0256092037953933	0.0256092037953933	-0.230699	0.043613	0.06842	NA	NA	NA	pred.wgt	1	3	NA
ENSG00000120860.10	-0.0112043260607428	-0.00628949575041049	0.00326180833502498	0.724980592114023	0.478895607979478	0.265371957371643	0.064251	NA	NA	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	7	0.0221868203530965,0.000474344187374546,0.000953144506184602
ENSG00000120868.13	-0.00667602650163146	-0.00667602650163146	-0.00667602650163146	0.49224594949459	0.49224594949459	0.49224594949459	0.142746	0.151634	0.2288	NA	NA	NA	pred.wgt	3	1	NA
ENSG00000120875.8	0.0548882273107751	0.0548882273107751	0.0548882273107751	0.0205728226439143	0.0205728226439143	0.0205728226439143	-0.207365	0.001564	0.0234	NA	NA	NA	pred.wgt	3	1	NA
ENSG00000120885.21	0.050549141644247	0.050549141644247	0.050549141644247	0.0252363536363157	0.0252363536363157	0.0252363536363157	0.033991	0.080586	0.3762	NA	NA	NA	pred.wgt	1	5	NA
ENSG00000120889.12	-0.00519777174393199	-0.00519777174393199	-0.00519777174393199	0.444162575571935	0.444162575571935	0.444162575571935	0.107071	0.134509	0.262	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120896.13	-0.00759998558830532	-0.00745665589121614	-0.0127792576804941	0.526824968910345	0.521190251920194	0.955193173144994	-0.109334	0.097189	0.2528	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	3	0.0124633699867496,0.000381937616392067
ENSG00000120899.17	-0.00619559811898607	0.0138427745753404	-0.0117464448170672	0.475741481757279	0.150452521997965	0.774295203871614	0.250329	0.14272	0.08694	NA	NA	NA	pred.wgt,pred.wgt.mesa	2	5	0.193841161248709,0.0352075781054739
ENSG00000120903.12	-0.00176756349593665	-0.00176756349593665	-0.00176756349593665	0.35643016610564	0.35643016610564	0.35643016610564	-0.007328	0.07968	0.4745	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120910.14	-0.00764816357524878	-0.00294466800334403	-0.0102207468709774	0.528743223563038	0.383510758142	0.655374131554937	-0.17883	0.032615	0.06438	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.0401824391297317,0.00932712267363212
ENSG00000120913.23	-0.0115915827757898	-0.0115915827757898	-0.0115915827757898	0.759033623550647	0.759033623550647	0.759033623550647	-0.032065	0.090332	0.4076	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120915.13	-0.00984194919534342	0.034011249003297	-0.0120257252122111	0.632818828893143	0.0554273247910815	0.805170810623837	-0.189021	0.002576	0.007682	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	5	0.0553838424509501,0.0290062649306853
ENSG00000120925.15	-0.00298703603955719	-0.00298703603955719	-0.00298703603955719	0.384537960766942	0.384537960766942	0.384537960766942	-0.091162	0.003092	0.1796	NA	NA	NA	pred.wgt	1	3	NA
ENSG00000120937.8	-0.0114118223530415	-0.0114118223530415	-0.0114118223530415	0.742583502221791	0.742583502221791	0.742583502221791	-0.212149	0.000199	0.003594	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120942.13	0.0636385075562681	0.038688350760975	-0.0126820019000267	0.0136444998597455	0.0442929129346997	0.917998957664293	0.016218	0.097429	0.4512	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0300648128671639,0.0150915859395146
ENSG00000120948.16	0.00778568284202263	0.00778568284202263	0.00778568284202263	0.206887089713664	0.206887089713664	0.206887089713664	-0.150115	0.001458	0.005625	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000120949.14	0.00184600314364503	0.00184600314364503	0.00184600314364503	0.287667787164917	0.287667787164917	0.287667787164917	0.22019	0.157936	0.1395	NA	NA	NA	pred.wgt	5	2	NA
ENSG00000120963.11	-0.0122093162075971	-0.0122093162075971	-0.0122093162075971	0.828758302463369	0.828758302463369	0.828758302463369	0.035466	0.132553	0.4227	NA	NA	NA	pred.wgt	4	2	NA
ENSG00000120992.17	-0.0091720724114317	-0.00668996653266585	-0.0089889876225806	0.596907511181235	0.492738846288438	0.587829243694913	0.032653	0.092845	0.3956	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.103772842105839,0.000185634939716469
ENSG00000121022.13	-0.00233043156087542	-0.00233043156087542	-0.00233043156087542	0.369039104303345	0.369039104303345	0.369039104303345	0.061075	0.078558	0.205	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121039.9	-0.00762584774892128	-0.00805622359192237	0.00896053281472742	0.527853157576113	0.54550741846901	0.194274557057867	0.129926	0.120969	0.203	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	4	0.0714409153519627,0.00669658461225145
ENSG00000121053.5	0.00956334174493978	0.00956334174493978	0.00956334174493978	0.188148403727911	0.188148403727911	0.188148403727911	-0.100101	0.03655	0.1312	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121057.12	-0.0127939946774571	-0.0127939946774571	-0.0127939946774571	0.964070040449996	0.964070040449996	0.964070040449996	0.203852	0.177658	0.1819	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121058.4	-0.00542304923986747	-0.00542304923986747	-0.00542304923986747	0.450999872758275	0.450999872758275	0.450999872758275	-0.241253	0.024852	0.09583	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121060.16	-0.0127940858989337	0.0232044682725489	-0.00186690678005141	0.964131851674882	0.0938579993676097	0.358612428826996	0.610073	0.173699	0.01072	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	12	15	0.312618304035475,0.0131967615499186,0.00956925546223463
ENSG00000121064.12	0.012238118020065	0.012238118020065	0.012238118020065	0.163489856735997	0.163489856735997	0.163489856735997	0.091509	0.133104	0.3004	NA	NA	NA	pred.wgt	3	2	NA
ENSG00000121067.17	0.0701370627435367	0.0701370627435367	0.0701370627435367	0.0100649325074228	0.0100649325074228	0.0100649325074228	-0.218212	0.056161	0.06747	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000121068.13	-0.00889095671049156	-0.00889095671049156	-0.00889095671049156	0.58308273137585	0.58308273137585	0.58308273137585	0.124046	0.125508	0.2173	NA	NA	NA	pred.wgt	2	2	NA
ENSG00000121073.13	0.00165552405816149	0.00165552405816149	0.00165552405816149	0.290842829915564	0.290842829915564	0.290842829915564	0.064913	0.167495	0.3821	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000121089.4	-0.000242565540709228	-0.000242565540709228	-0.000242565540709228	0.325053408708324	0.325053408708324	0.325053408708324	-0.036422	0.105173	0.4076	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121101.15	-0.000406654288568342	-0.0127665504441719	0.0085578995266159	0.328249508572038	0.948763234927332	0.198494179720049	-0.041927	0.015024	0.1706	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0338767235327935,0.000209790519969749
ENSG00000121104.7	-0.00291887317668094	0.000783658950659905	-0.0053971232573522	0.382887253563033	0.305954008732053	0.450204773178851	-0.023033	0.127971	0.4503	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0458475655053544,0.00348199822102106
ENSG00000121152.9	-0.0115657740156003	-0.0115657740156003	-0.0115657740156003	0.756594164652054	0.756594164652054	0.756594164652054	-0.074398	0.0197	0.1477	NA	NA	NA	pred.wgt	2	2	NA
ENSG00000121210.15	-0.00546644500845295	-0.00546644500845295	-0.00546644500845295	0.452335610220964	0.452335610220964	0.452335610220964	0.434452	0.146143	0.008225	NA	NA	NA	pred.wgt	11	14	NA
ENSG00000121211.7	-0.00732351877702819	-0.00732351877702819	-0.00732351877702819	0.516050179438751	0.516050179438751	0.516050179438751	-0.078487	0.096615	0.3017	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121236.20	-0.0086110979694074	-0.0086110979694074	-0.0086110979694074	0.569942449995281	0.569942449995281	0.569942449995281	0.095385	0.132641	0.292	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121270.15	-0.0127765845909389	-0.0127765845909389	-0.0127765845909389	0.953765890889539	0.953765890889539	0.953765890889539	0.066106	0.092359	0.2334	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121274.12	0.00561025799772141	-0.00494799281612202	0.0461259799781313	0.232854863620655	0.436765428243945	0.0311014264834758	-0.19491	0.001036	0.0182	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.0494695740330275,0.00492675934286216
ENSG00000121281.12	0.0825968532555433	0.0825968532555433	0.0825968532555433	0.0056178124401989	0.0056178124401989	0.0056178124401989	0.243319	0.133024	0.0657	NA	NA	NA	pred.wgt	4	5	NA
ENSG00000121289.17	0.0462742550809775	0.0462742550809775	-0.0112226167044094	0.0308839020931439	0.030883902093144	0.726479621534749	-0.126893	0.062247	0.1537	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.00863866248374132,0.00652255710767535
ENSG00000121297.6	-0.00073771227474162	-0.00073771227474162	-0.00073771227474162	0.334824410241094	0.334824410241094	0.334824410241094	-0.155918	0.003564	0.03438	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121310.16	0.00531962558984522	0.0394527086978936	-0.0121321424405838	0.236608293130329	0.0427057562959	0.818442774269196	0.103225	0.13245	0.2705	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	4	8	0.106437095273076,1.77027759190714e-05,0.027730978319099
ENSG00000121316.10	-0.00442311204188228	-0.0122797767447118	0.0352832114821169	0.421814085828844	0.838789859251618	0.0521389022760234	0.002241	0.08731	0.4927	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	1.02033835910783e-73,5.45742929860822e-76
ENSG00000121350.15	-0.0114191519186133	-0.0126582262346768	-0.0126947409985216	0.743230832471043	0.911266068537326	0.921848350867973	0.203507	0.135362	0.1042	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	4	10	0.16951971829979,0.00441042153087839,0.00114567961518364
ENSG00000121361.3	0.037578713202352	0.037578713202352	0.037578713202352	0.0467060158166912	0.0467060158166912	0.0467060158166912	0.197638	0.145898	0.1213	NA	NA	NA	pred.wgt	3	5	NA
ENSG00000121390.18	0.0606732220594191	0.0606732220594191	0.0606732220594191	0.0156791782599758	0.0156791782599758	0.0156791782599758	-0.164466	0.000174	0.003319	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121406.8	0.0244485908126695	0.0244485908126695	0.0244485908126695	0.0882665929052935	0.0882665929052935	0.0882665929052935	0.290809	0.173445	0.1172	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000121410.11	0.0423069617219386	0.0423069617219386	0.0423069617219386	0.0372780570024243	0.0372780570024243	0.0372780570024243	-0.163054	2.5e-05	0.006125	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121413.12	0.153727463127029	0.0393352603871543	0.159380439834864	0.000190278469083082	0.0429457710613857	0.000144368551633876	0.182456	0.103941	0.06125	NA	NA	NA	pred.wgt,pred.wgt.mesa	2	4	0.204382888867999,0.00500868694937939
ENSG00000121417.13	-0.0105545477252054	0.079470749093162	-0.00140863464398877	0.67694303200097	0.00650315370283919	0.348693580024721	0.262868	0.109748	0.009858	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	9	17	0.203858531899887,0.00700815443275151,0.0191244397720728
ENSG00000121440.14	-0.0101942799440053	-0.0101942799440053	-0.0101942799440053	0.653736173932209	0.653736173932209	0.653736173932209	0.197943	0.121329	0.08506	NA	NA	NA	pred.wgt	3	1	NA
ENSG00000121454.5	-0.0128200655114321	-0.0128200655114321	-0.0128200655114321	0.995332002497283	0.995332002497283	0.995332002497283	0.244096	0.149353	0.1057	NA	NA	NA	pred.wgt	3	2	NA
ENSG00000121481.10	-0.0127987863005523	0.197422864863408	0.0222729835050705	0.967475825866074	2.16963853507747e-05	0.0982912261371201	0.150651	0.107545	0.1047	NA	NA	NA	pred.wgt,pred.wgt.mesa	2	2	0.178001425854781,0.00137955361472094
ENSG00000121486.11	-0.0117143691884072	0.0122866447286105	-0.0126635420328238	0.771040732970111	0.163077533885006	0.912725642591068	-0.122598	0.000224	0.01465	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0168873929964534,0.00397502656092907
ENSG00000121542.11	0.075046661173475	0.0361924010753973	0.104845163815948	0.00799902316453899	0.049912815568397	0.00197578357751767	0.482055	0.253371	0.1094	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	8	12	0.175328936788423,0.028095985121192,0.0291140517686269
ENSG00000121552.3	-0.0128077781131972	-0.00890302335272386	-0.0126569321153795	0.975096837206221	0.583662817570631	0.910914415899742	0.064251	NA	NA	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	2	8	0.0958918595583455,2.5393811897521e-05,0.00596323453225278
ENSG00000121570.12	0.162799968445961	0.162799968445961	0.162799968445961	0.000122082621822648	0.000122082621822648	0.000122082621822648	0.526197	0.136549	0.001098	NA	NA	NA	pred.wgt	14	10	NA
ENSG00000121577.13	-0.00968947422569788	0.101531274035065	0.00734038041530394	0.624234727651546	0.00230977699182817	0.211914098497996	0.677105	0.133311	0.001799	NA	NA	NA	pred.wgt,pred.wgt.genoa	16	19	0.293799669362119,0.00246534625306326
ENSG00000121578.12	0.00622226553520366	0.00622226553520366	0.00622226553520366	0.225179750751392	0.225179750751392	0.225179750751392	-0.135644	0.064942	0.1518	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000121579.12	-0.0126687591867607	-0.0126687591867607	-0.0126687591867607	0.914182652679314	0.914182652679314	0.914182652679314	-0.099809	0.035718	0.09845	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121594.11	-0.00957579524762453	-0.0118269650131224	-0.012820504271799	0.618001360372162	0.782703676713941	0.999354673463354	0.015723	0.097787	0.4537	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0779132813706877,1.44791155236793e-05
ENSG00000121621.6	0.0209029284119232	0.0308543343653326	0.0658146861458138	0.105224011517113	0.0645553975492775	0.0123221819809435	0.438836	0.227598	0.08997	NA	NA	NA	pred.wgt,pred.wgt.genoa	5	6	0.164068878916058,0.00289847394997
ENSG00000121644.18	0.0248213884807217	0.0248213884807217	0.0248213884807217	0.0866609823735409	0.0866609823735409	0.0866609823735409	0.052934	0.129405	0.3746	NA	NA	NA	pred.wgt	3	2	NA
ENSG00000121653.11	-0.00554248433579985	-0.00554248433579985	-0.00554248433579985	0.454690978876161	0.454690978876161	0.454690978876161	0.112665	0.088649	0.1485	NA	NA	NA	pred.wgt	10	1	NA
ENSG00000121671.11	-0.00850084240360949	0.0619207287282671	0.0137622182053455	0.564923181712975	0.0147883713680861	0.151078652068719	0.190014	0.137026	0.116	NA	NA	NA	pred.wgt,pred.wgt.mesa	4	5	0.133746288185776,0.0109040186250766
ENSG00000121680.15	-0.0055521457804002	-0.0106943238725117	-0.00247341886189689	0.454991613804875	0.68652925772971	0.37233940863226	0.131803	0.139318	0.2335	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.0192733810153953,0.00667940187649787
ENSG00000121690.10	-0.012289340897466	0.0284173195140202	-0.00201607345162391	0.840202888256646	0.0726701725742138	0.361923402436433	0.078817	0.136742	0.3158	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0895977589110324,0.0421681743578113
ENSG00000121691.4	0.140372447570708	0.206663419867734	0.169916373761615	0.000363510228146885	1.35461335314288e-05	8.598243773587e-05	0.30328	0.169475	0.06292	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	6	12	0.137206337053608,0.00649666989977765,0.0111594248915187
ENSG00000121716.20	-0.00779300090718005	-0.00779300090718005	-0.00779300090718005	0.534585770192137	0.534585770192137	0.534585770192137	0.175582	0.1115	0.08596	NA	NA	NA	pred.wgt	2	4	NA
ENSG00000121741.16	-0.012129530531487	-0.012129530531487	-0.012129530531487	0.818104559027276	0.818104559027276	0.818104559027276	-0.069959	0.054114	0.2681	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121742.16	-0.0125048989445049	-0.0125048989445049	-0.0125048989445049	0.876491871230313	0.876491871230313	0.876491871230313	0.172838	0.159486	0.2003	NA	NA	NA	pred.wgt	4	1	NA
ENSG00000121749.15	-0.0078218402463337	-0.00426280136784807	-0.00155441569470516	0.535762954954754	0.417399227621353	0.351808267145691	-0.020576	0.131601	0.4568	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	3	0.0520084266617523,0.00309210192264573
ENSG00000121753.12	-0.00649874882294021	-0.00649874882294021	-0.00649874882294021	0.486048152029826	0.486048152029826	0.486048152029826	0.274881	0.163762	0.05923	NA	NA	NA	pred.wgt	2	5	NA
ENSG00000121766.15	0.0643520882522658	0.0207434175383507	0.0963167401914756	0.0131958904345159	0.106064685237861	0.00295197317306288	0.022308	0.484384	0.491	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	5	0.114396808860632,0.0200479597020813,0.00410496314980805
ENSG00000121769.7	-0.010646334584538	-0.010646334584538	-0.010646334584538	0.683197753897977	0.683197753897977	0.683197753897977	-0.093908	0.011407	0.1166	NA	NA	NA	pred.wgt	2	3	NA
ENSG00000121774.17	0.0161483635938765	0.0161483635938765	0.0161483635938765	0.133694773245268	0.133694773245268	0.133694773245268	-0.124715	0.019923	0.06108	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121775.17	-0.0114282960501191	-0.0114282960501191	-0.0114282960501191	0.744041049770454	0.744041049770454	0.744041049770454	-0.126217	0.003372	0.0451	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121797.9	0.0185701934645389	-0.00966296633353858	0.0479356924260974	0.118269639115237	0.622768841157276	0.028550035070744	0.085444	0.077397	0.1761	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	3	9	0.115491763155141,0.00484976952217125,0.00179756584618061
ENSG00000121807.5	0.027374256207751	0.027374256207751	0.027374256207751	0.076464506811451	0.076464506811451	0.076464506811451	-0.107228	0.069949	0.215	NA	NA	NA	pred.wgt	4	1	NA
ENSG00000121851.12	0.00695959443921534	0.00695959443921534	0.00695959443921534	0.216326178088569	0.216326178088569	0.216326178088569	-0.038336	0.021197	0.2204	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121858.10	-0.0104798678843048	-0.00119940675931818	0.000981420246674802	0.671962572118811	0.344287638133659	0.302440573897427	0.064251	NA	NA	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	3	0.000659829416441243,9.93129387533572e-05,2.10216911831109e-06
ENSG00000121864.9	-0.00988498732274556	-0.00988498732274556	-0.00988498732274556	0.635290402547772	0.635290402547772	0.635290402547772	0.064251	NA	NA	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000121879.3	-0.009253478685606	-0.009253478685606	-0.009253478685606	0.601037581851549	0.601037581851549	0.601037581851549	0.135524	0.118996	0.1636	NA	NA	NA	pred.wgt	5	2	NA
ENSG00000121892.14	-0.0127153098816803	-0.0127153098816803	-0.0127153098816803	0.928505603648541	0.928505603648541	0.928505603648541	0.232454	0.190786	0.172	NA	NA	NA	pred.wgt	1	3	NA
